Video ID,Comment ID,Published At,Updated At,Likes,Comment Text,BERT Label,confidence,True Label,predicted_label
pWdKf3MneyI,UgySyE9Q92UJ-KKskSp4AaABAg,2023-03-01T01:07:37Z,2023-03-01T01:07:37Z,0,Marvel trailers used to look epic af,NON_HATE,0.973999083,NON_HATE,NON_HATE
pWdKf3MneyI,UgyX_KFi2xrsqCpB3yJ4AaABAg,2023-02-28T09:59:13Z,2023-02-28T09:59:13Z,0,Imagine if Edgar Wright directed ant man quantumania,NON_HATE,0.9681328535,NON_HATE,HATE
pWdKf3MneyI,UgxVeT6SqgCO72FP4Op4AaABAg,2023-02-27T18:01:18Z,2023-02-27T18:01:18Z,3,"Marvel really needs to create movie as they used to be, Antman QUANTUMANIA was good, but the first one had that charm I just don't know how to pinpoint it exactly, but it just works, the visuals the CGI the filmography was great, heck this trailer alone is Epic even if it's just about Antman versus Yellowjacket",NON_HATE,0.9350606799,NON_HATE,NON_HATE
pWdKf3MneyI,Ugy0-9BD8jx5483VjnZ4AaABAg,2023-02-23T16:10:52Z,2023-02-23T16:10:52Z,6,Who's here after watching Quantumania,NON_HATE,0.9727844,NON_HATE,NON_HATE
pWdKf3MneyI,UgxLmsQM0dImrjhMJJ14AaABAg,2023-02-21T02:11:29Z,2023-02-21T02:11:29Z,1,Its funny how instead of using a steam train for the final battle they used thomas the tank engine,NON_HATE,0.9611448646,NON_HATE,NON_HATE
pWdKf3MneyI,Ugz_tUU3YPj5zJLjJs94AaABAg,2023-02-20T07:24:49Z,2023-02-20T07:24:49Z,2,Murdock,NON_HATE,0.9780728221,NON_HATE,NON_HATE
pWdKf3MneyI,Ugw95st3dL2_lwQEFnx4AaABAg,2023-02-19T19:49:35Z,2023-02-19T19:49:35Z,17,I'm here after Watching this Quantumania .  this Trailer better then that whole movie,NON_HATE,0.9686297774,NON_HATE,NON_HATE
pWdKf3MneyI,UgxiWCoERjWyoNhH4pR4AaABAg,2023-02-19T01:37:51Z,2023-02-19T01:37:51Z,6,Who is here after Quantamania?,NON_HATE,0.9774503708,NON_HATE,NON_HATE
pWdKf3MneyI,UgwIiiWcPHJiuICtzNd4AaABAg,2023-02-19T00:53:29Z,2023-02-19T00:53:29Z,9,Edgar Wright was the only reason this movie wasn’t garbage. Literally every Ant-Man movie since is indicative of the absolutely passionless and overproduced corporate shlock,NON_HATE,0.9270480871,NON_HATE,NON_HATE
pWdKf3MneyI,UgwDOlwQuubkPbHHucd4AaABAg,2023-02-18T22:44:58Z,2023-02-18T22:44:58Z,1,Is it good?,NON_HATE,0.9771990776,NON_HATE,NON_HATE
pWdKf3MneyI,Ugyifwz7gC3fkpHL14J4AaABAg,2023-02-17T12:13:03Z,2023-02-17T12:13:03Z,1,This is one of Marvel's best trailers. Rewatching this trailer before seeing Quantumania and man that operatic music gives me chills.,NON_HATE,0.9741341472,NON_HATE,NON_HATE
pWdKf3MneyI,UgxEcMXfsc6yr8wXL1F4AaABAg,2023-02-17T11:35:44Z,2023-02-17T11:35:44Z,0,the real antman....the best,NON_HATE,0.9674845934,NON_HATE,NON_HATE
pWdKf3MneyI,UgxlRf6BnMS-N0wFcdV4AaABAg,2023-02-11T15:31:54Z,2023-02-11T15:31:54Z,0,What’s the name of this music in the trailer playing in the background,NON_HATE,0.9681423903,NON_HATE,NON_HATE
pWdKf3MneyI,UgybGVsePftqh0Fq_RJ4AaABAg,2023-02-02T02:19:10Z,2023-02-02T02:19:10Z,0,Funny story. THE WIGGLES HOT POPPIN POPCORN WAS IN THIS MOVIE!,NON_HATE,0.936355412,NON_HATE,NON_HATE
pWdKf3MneyI,Ugz2C_NhIvs6V8zNAmZ4AaABAg,2023-02-01T08:14:19Z,2023-02-01T08:14:19Z,2,"Well I feel like we've come far and now quantumania...can't believe how many years have passed, feels like you don't get much bigger than quantumania rn to me.",NON_HATE,0.9709946513,NON_HATE,NON_HATE
pWdKf3MneyI,UgywMvDOCo-zEZpeg7h4AaABAg,2023-01-31T23:00:26Z,2023-01-31T23:00:26Z,0,"Spider-Man has learned over and over again that great power comes great responsibility.
Hank Pym's former lab partner never learned that lesson. The former ant man learned that.",NON_HATE,0.9757792354,NON_HATE,NON_HATE
pWdKf3MneyI,UgweT-1flpyaAnUty014AaABAg,2023-01-29T04:04:55Z,2023-01-29T04:04:55Z,0,Antman 2015,NON_HATE,0.9756962657,NON_HATE,NON_HATE
pWdKf3MneyI,UgwRtY1ppzGRKBDOWeV4AaABAg,2023-01-26T07:48:20Z,2023-03-13T20:12:07Z,0,"Marvel must've known that Thomas was a part of our childhoods, so they decided to include him in the movie to punch us right in the childhood.",NON_HATE,0.9704293609,NON_HATE,NON_HATE
pWdKf3MneyI,UgxIR1-qN6XLFVArsgh4AaABAg,2023-01-25T10:51:25Z,2023-01-25T10:51:25Z,0,"🙄
🧣",NON_HATE,0.9724235535,NON_HATE,NON_HATE
pWdKf3MneyI,UgxpE6i8-r4rMh2FUPF4AaABAg,2023-01-24T23:17:19Z,2023-01-24T23:17:19Z,0,I’m excited to see Kang on February 17,NON_HATE,0.9732626081,NON_HATE,NON_HATE
pWdKf3MneyI,Ugxhpj0boUz-94wNoX54AaABAg,2023-01-19T13:10:59Z,2023-01-19T13:10:59Z,0,Who is coming before Ant man and the wasp,NON_HATE,0.9487848282,NON_HATE,HATE
pWdKf3MneyI,UgwIAL1F-ZhgLUnXQB54AaABAg,2023-01-16T08:24:12Z,2023-01-16T08:24:12Z,1,I couldn't care less about superhero movies but when I saw the toy train derailing in the theater I laughed out loud.,NON_HATE,0.9664394259,NON_HATE,NON_HATE
pWdKf3MneyI,UgzGRsdOUiHRrXL0IQF4AaABAg,2023-01-15T16:07:29Z,2023-01-15T16:07:29Z,0,All this time and MODOK was always there... 👌🏾🔥,NON_HATE,0.9671410322,NON_HATE,NON_HATE
pWdKf3MneyI,Ugz5w0kw5Tl6jTI373x4AaABAg,2023-01-14T14:34:42Z,2023-01-14T14:34:42Z,0,The first MCU movie I ever watched,NON_HATE,0.9723100662,NON_HATE,NON_HATE
pWdKf3MneyI,UgzkINeiqxKgRClhKgx4AaABAg,2023-01-09T08:07:39Z,2023-01-09T08:07:39Z,1,I LOVE THIS MOVIE SO MUCH!!!!!! I'M SOOOOOO EXCITED FOR QUANTUMANIA!!!!!!,NON_HATE,0.7042788267,NON_HATE,NON_HATE
pWdKf3MneyI,UgwckpRU4MDdjULnk_V4AaABAg,2023-01-08T23:21:37Z,2023-01-08T23:21:37Z,0,Such a funny movie,NON_HATE,0.9684791565,NON_HATE,NON_HATE
pWdKf3MneyI,Ugw45vpezM_HspL4aq54AaABAg,2022-12-28T07:40:08Z,2022-12-30T10:32:23Z,2,I ❤️ a marvel studios movies on Disney plus original from vemon 1 and ant man and the wasp 3 with shang chi 1 iron man 2.,NON_HATE,0.9738932252,NON_HATE,NON_HATE
pWdKf3MneyI,UgwC2-FM04daXlulJVJ4AaABAg,2022-12-06T11:44:35Z,2022-12-06T11:48:34Z,49,"Man, Scott and Hope came a long way from doing a simple heist to determining the fate of the multiverse",NON_HATE,0.9643396139,NON_HATE,NON_HATE
pWdKf3MneyI,UgwB8a5cxDm1LqqjnHl4AaABAg,2022-12-02T18:14:13Z,2022-12-02T18:14:13Z,0,I wished we saw how the mask on Yellowjacket worked,NON_HATE,0.9704369307,NON_HATE,NON_HATE
pWdKf3MneyI,UgweTtKfp_1uRgXsych4AaABAg,2022-11-30T02:47:49Z,2022-11-30T02:47:49Z,1,Who’s here in 2022?,NON_HATE,0.9766968489,NON_HATE,NON_HATE
pWdKf3MneyI,Ugwl10NSlGuvzukiQIt4AaABAg,2022-11-24T18:33:46Z,2022-11-24T18:33:46Z,0,"Great actors rubbish premise
Marvel and Disney have polluted and destroyed the movie industry insidiously",NON_HATE,0.9503995776,NON_HATE,NON_HATE
pWdKf3MneyI,Ugy8axfQfwPHP8m5BrZ4AaABAg,2022-11-17T17:11:16Z,2022-11-17T17:11:16Z,0,Why doesn't she kick him in the nuts too?,NON_HATE,0.9398313761,NON_HATE,NON_HATE
pWdKf3MneyI,UgyYYpEI1s637TAKLdx4AaABAg,2022-11-17T17:10:32Z,2022-11-17T17:10:32Z,0,It's okay if women are violent to men,NON_HATE,0.8696431518,,HATE
pWdKf3MneyI,UgymgtumdJ4Z_M_74bd4AaABAg,2022-11-17T16:47:24Z,2022-11-17T16:47:24Z,0,I like it when she hit him in the face,NON_HATE,0.9188926816,NON_HATE,NON_HATE
pWdKf3MneyI,UgyNvEYd7ppplshBFGZ4AaABAg,2022-11-14T04:40:55Z,2022-11-14T04:40:55Z,0,"So interesting that I got recommended this 6 years later but im honestly really exited to see Antman face off against Kang in
quantumania!",NON_HATE,0.9725010395,NON_HATE,NON_HATE
pWdKf3MneyI,Ugw7_SD5NbMY3uWzCzB4AaABAg,2022-11-07T02:37:10Z,2022-11-07T02:37:10Z,0,1944,NON_HATE,0.9765971303,NON_HATE,NON_HATE
pWdKf3MneyI,UgwaiiWbFZb_W4EjBBV4AaABAg,2022-10-31T16:03:36Z,2022-10-31T16:03:36Z,3,"After watching AntMan: Quantamania, I realised that I have never watched any trailers of original AntMan & AntMan and the Wasp.

Those days were pretty cool when we used to go to theatre without watching any trailers at all and then the movie exceeds every expectations. I wanna feel that feeling back 😐😐",NON_HATE,0.9480252266,NON_HATE,NON_HATE
pWdKf3MneyI,UgzfTJtVnlcuI1lmzOB4AaABAg,2022-10-30T15:09:04Z,2022-10-30T15:09:04Z,0,I watched this trailer with Antman 3 trailer this is take me into the past,NON_HATE,0.9743044972,NON_HATE,NON_HATE
pWdKf3MneyI,UgzJLdi67lzp7yhomzJ4AaABAg,2022-10-25T10:28:23Z,2022-10-25T10:28:23Z,2,Just came back from Quantum Realm.,NON_HATE,0.9718652368,NON_HATE,NON_HATE
pWdKf3MneyI,Ugz1i9HU0TkA23FpeLR4AaABAg,2022-10-24T23:44:29Z,2022-10-24T23:44:29Z,3,Who's here after seeing the new ant man and the wasp quantumania trailer????,NON_HATE,0.9732835293,NON_HATE,NON_HATE
pWdKf3MneyI,UgwDiJiZb4qzsF9r6Ct4AaABAg,2022-10-24T18:26:34Z,2022-10-24T18:26:34Z,2,Who came here after watching new trailer of Ant-Man😁,NON_HATE,0.9649995565,NON_HATE,NON_HATE
pWdKf3MneyI,UgxdpSrYI8DmDAbOzEh4AaABAg,2022-10-11T11:12:29Z,2022-10-11T11:12:29Z,6,One of the most underrated mcu movies,NON_HATE,0.9709979892,NON_HATE,NON_HATE
pWdKf3MneyI,Ugx_5ap4GWuqoJtY0Lh4AaABAg,2022-09-17T08:52:33Z,2022-09-17T08:52:33Z,0,i remember i saw the trailer when i watched jurrasic world,NON_HATE,0.9726790786,NON_HATE,NON_HATE
pWdKf3MneyI,UgxgK15oJX1QBSVXLuV4AaABAg,2022-09-11T21:09:07Z,2022-09-11T21:09:07Z,1,Amazing,NON_HATE,0.9780728221,NON_HATE,NON_HATE
pWdKf3MneyI,UgzfIwxyCDn0SHXm3rx4AaABAg,2022-08-20T23:59:58Z,2022-08-20T23:59:58Z,2,Why so many villians are bald? A lot of ppl I know who are bald are kind and peaceful ppl.,HATE,0.7218248844,NON_HATE,NON_HATE
pWdKf3MneyI,UgyDQGusBEi-_xDwBDZ4AaABAg,2022-08-15T04:23:00Z,2022-08-15T04:23:00Z,1,So this was his origin? Still can't remember if I killed him or not,NON_HATE,0.9667271972,NON_HATE,NON_HATE
pWdKf3MneyI,UgxeITHEIHjqU7sWEcd4AaABAg,2022-08-12T16:04:47Z,2022-08-12T16:04:47Z,0,"Yellowjacket - ""You think you can stop the future? YOU'RE JUST A THIEF!""

Scott - ""You don't know anything about me!""",NON_HATE,0.9097570777,NON_HATE,NON_HATE
pWdKf3MneyI,UgxWLMJl_ALgH6YjU8V4AaABAg,2022-08-03T14:56:35Z,2022-08-03T14:56:35Z,0,Hi,NON_HATE,0.9780728221,NON_HATE,NON_HATE
pWdKf3MneyI,UgzRjs2wUUah2DqakwN4AaABAg,2022-08-02T18:05:03Z,2022-08-02T18:05:03Z,0,"Oh look, it's crap bag!",NON_HATE,0.9294559956,NON_HATE,NON_HATE
pWdKf3MneyI,UgxrgZ9flLT_xJr1NUJ4AaABAg,2022-07-31T12:22:12Z,2022-07-31T12:22:12Z,0,Modok,NON_HATE,0.9780728221,NON_HATE,NON_HATE
pWdKf3MneyI,Ugx4Z-pgbea3y6hQ_RN4AaABAg,2022-07-30T15:52:20Z,2022-07-30T15:52:20Z,0,"Tommy Doyle is antman now, How Time Flies.",NON_HATE,0.9752296805,NON_HATE,NON_HATE
pWdKf3MneyI,Ugx44R_qMLcSq_bOEY14AaABAg,2022-07-29T05:39:36Z,2022-07-29T05:39:36Z,0,Wow,NON_HATE,0.9780728221,NON_HATE,NON_HATE
pWdKf3MneyI,UgyhF2ekqWXl-W2j3n14AaABAg,2022-07-27T07:43:21Z,2022-07-27T07:43:21Z,0,Marvel could take notes from their old trailers……….. they didnt used to reveal the entire plot + antagonist in the first teaser trailer……….. Stupid dr strange 2 trailer,NON_HATE,0.9178432226,NON_HATE,NON_HATE
pWdKf3MneyI,Ugxcr9w-IWxaPkcVflN4AaABAg,2022-07-27T07:08:50Z,2022-07-27T07:08:57Z,2,2:20,NON_HATE,0.9772968292,NON_HATE,NON_HATE
pWdKf3MneyI,UgybGlFNQSuw_U9QxT54AaABAg,2022-06-15T04:19:40Z,2023-02-28T23:30:57Z,2,"Zoc (The Ant Bully) - Ant-Man
Hopper (A Bug’s Life) - Yellowjacket",NON_HATE,0.9313008785,NON_HATE,NON_HATE
pWdKf3MneyI,UgyVyG0dWqkgr8ojVoV4AaABAg,2022-06-09T13:16:44Z,2022-06-09T13:16:44Z,2,"Trailer a little too serious, the actual movie is fun ,fun, ..and more fun. 5 Star effort.👏",NON_HATE,0.9723764658,NON_HATE,NON_HATE
pWdKf3MneyI,UgzkBDr8yYcDmJC22cJ4AaABAg,2022-06-06T13:20:03Z,2022-06-06T13:20:03Z,2,"1:23 
""You like a bullet""
*Show Ant-Man jumping at the gun*",NON_HATE,0.9601196647,NON_HATE,NON_HATE
pWdKf3MneyI,UgwenczskQtVQNlZOKF4AaABAg,2022-06-03T22:25:39Z,2022-06-03T22:25:39Z,1,"It's not the fact he can shrink his greatest power is controlling ants that's where ""teamwork makes the dream work"" takes effect",NON_HATE,0.9455118775,NON_HATE,NON_HATE
pWdKf3MneyI,Ugyky6N4UKuXq8ESLBF4AaABAg,2022-05-15T21:40:52Z,2022-05-15T21:40:52Z,0,Mike Hannigan ❤️,NON_HATE,0.9474619031,NON_HATE,NON_HATE
pWdKf3MneyI,UgxRwr58BXFSrOC_MCd4AaABAg,2022-05-12T23:36:24Z,2022-05-12T23:36:24Z,1,one of the best movie of mcu,NON_HATE,0.9756929278,NON_HATE,NON_HATE
pWdKf3MneyI,Ugz0jkmAC5MMvuUyYBx4AaABAg,2022-05-10T12:28:30Z,2022-05-10T12:28:30Z,0,Bland man,NON_HATE,0.9746090174,NON_HATE,HATE
pWdKf3MneyI,UgzbAi68pElokyXSbql4AaABAg,2022-05-08T13:41:54Z,2022-05-08T13:41:54Z,0,should've been hank pym as ant-man and then eric o grady,NON_HATE,0.9733364582,NON_HATE,HATE
pWdKf3MneyI,Ugx_t33Fsh7mRwbqfvl4AaABAg,2022-04-24T18:07:13Z,2022-04-24T18:07:13Z,0,Phoebe's husband 😬,NON_HATE,0.9575352073,NON_HATE,HATE
pWdKf3MneyI,UgypseqRDZq6ElFoCHt4AaABAg,2022-04-19T01:31:14Z,2022-04-19T01:31:14Z,0,I remember when I was 6 I really wanted to see it cause it had Thomas in it,NON_HATE,0.9723988771,NON_HATE,NON_HATE
pWdKf3MneyI,UgyARBmeCgqC2irPkQ14AaABAg,2022-04-15T17:06:54Z,2022-04-15T17:06:54Z,0,hi,NON_HATE,0.9754351974,NON_HATE,NON_HATE
pWdKf3MneyI,UgxSHGHYL9ruXdxWGYl4AaABAg,2022-04-14T22:33:41Z,2022-04-14T22:33:41Z,0,wowser,NON_HATE,0.9721188545,NON_HATE,NON_HATE
pWdKf3MneyI,UgwlQ5ORVaOvYgYTBBJ4AaABAg,2022-04-14T18:56:52Z,2022-04-14T18:56:52Z,2,A sleeper hit. And a great Marvel movie!,NON_HATE,0.9626908302,NON_HATE,NON_HATE
pWdKf3MneyI,Ugxj4jI1ZFLv8YG5CU54AaABAg,2022-04-12T10:56:08Z,2022-04-12T10:56:08Z,0,Ant man vs Spider man needs to happen and needs to be a sequel to the Antman 2015 Spider man homecoming 2017 Antman and the wasp 2018 Spider man far from home 2019 Spider Man No Way Home 2021 And Antman And The wasp Quantumania 2023,NON_HATE,0.9318356514,NON_HATE,HATE
pWdKf3MneyI,UgxEJfI6jxMV4GHz6qB4AaABAg,2022-04-05T23:33:05Z,2022-04-05T23:33:05Z,3,Boring movie,NON_HATE,0.971110642,NON_HATE,NON_HATE
pWdKf3MneyI,Ugyn2e1Sh2hGOOix-gl4AaABAg,2022-03-31T05:49:07Z,2022-03-31T05:49:07Z,1,🔥🔥🔥,NON_HATE,0.9780728221,NON_HATE,NON_HATE
pWdKf3MneyI,Ugy8N8VcheKB1nO5d3F4AaABAg,2022-03-29T17:05:42Z,2022-03-29T17:05:42Z,1,Underrated Hero ever.,NON_HATE,0.9765875936,NON_HATE,NON_HATE
pWdKf3MneyI,UgwxxmIhHT5hKAxwDWV4AaABAg,2022-03-20T08:08:30Z,2022-03-20T08:08:30Z,2,... ...,NON_HATE,0.9772854447,NON_HATE,NON_HATE
pWdKf3MneyI,UgzedFqTx-puH7MEde14AaABAg,2022-03-12T18:00:58Z,2022-03-12T18:00:58Z,3,THIS MOVIE INSPIRED THE WORST LEADER AND THE WEAKEST SPOILED BRAT OVERRATED SEÑORITO STUPID POLITICIAN WHO RUN NOW FROM A HIGHER POST IN THE PHILIPPINES! BWAHAHAHA,NON_HATE,0.7829223871,NON_HATE,NON_HATE
pWdKf3MneyI,UgzkMoaVYpJcMcOJMGl4AaABAg,2022-03-12T00:24:20Z,2022-03-12T00:24:20Z,2,Baby M.,NON_HATE,0.9782099128,NON_HATE,NON_HATE
pWdKf3MneyI,UgyPqPWvQIAcYciUQZV4AaABAg,2022-03-11T04:48:59Z,2022-03-11T04:48:59Z,1,"becouse of this, we have a new president in the Philippines",NON_HATE,0.9190269709,NON_HATE,NON_HATE
pWdKf3MneyI,UgwErlwzrWe1hsyU0Fh4AaABAg,2022-03-08T23:18:39Z,2022-03-08T23:18:39Z,1,Can't Wait For Ant-Man And The Wasp Quantumania,NON_HATE,0.9098567367,NON_HATE,NON_HATE
pWdKf3MneyI,Ugzox56ZojNlKG686RV4AaABAg,2022-03-08T02:32:35Z,2022-03-08T02:32:35Z,0,When they replace cuss words it sounds so weird.,NON_HATE,0.9448275566,NON_HATE,NON_HATE
pWdKf3MneyI,Ugw8dOt60lHAxLzLprp4AaABAg,2022-02-24T04:46:34Z,2022-02-24T04:46:34Z,0,Ant man 1 star in start on save,NON_HATE,0.9707537293,NON_HATE,HATE
pWdKf3MneyI,UgzPhKs-yG7GNFJQQDp4AaABAg,2022-02-20T11:41:51Z,2022-02-20T11:41:51Z,3,When you realize that Ant-Man is the most important character in the MCU.,NON_HATE,0.9682766795,NON_HATE,NON_HATE
pWdKf3MneyI,UgyFl8sYAL3oRHTq7eZ4AaABAg,2022-02-06T09:25:47Z,2022-02-06T09:26:01Z,1,Nice 2015,NON_HATE,0.9756962657,NON_HATE,NON_HATE
pWdKf3MneyI,Ugz4WuQpSbDYsV7zRHJ4AaABAg,2022-02-04T09:49:34Z,2022-02-04T09:49:34Z,0,very good film.,NON_HATE,0.9769378901,NON_HATE,NON_HATE
pWdKf3MneyI,Ugyg8kzta2KmZLBE8uV4AaABAg,2022-01-31T19:37:21Z,2022-01-31T19:37:21Z,2,Love this movie ever and ever ❤️❤️,NON_HATE,0.9693933129,NON_HATE,NON_HATE
pWdKf3MneyI,Ugxkdp_V0l1Zapc_go94AaABAg,2022-01-31T11:10:15Z,2022-01-31T11:10:15Z,0,0.15,NON_HATE,0.9768365026,NON_HATE,NON_HATE
pWdKf3MneyI,Ugxpfym2zQsT1RTPXmt4AaABAg,2022-01-21T01:35:52Z,2022-01-21T01:36:07Z,1,2011 2012 2013 2014 2015 2016 were the golden years same for 2010s,NON_HATE,0.9720723033,NON_HATE,NON_HATE
pWdKf3MneyI,Ugwl2XDkbEhrflm8dnN4AaABAg,2022-01-20T15:28:44Z,2022-01-20T15:28:44Z,1,I wonder what the former Ant Man would see in Spider Man.,NON_HATE,0.9388929009,NON_HATE,NON_HATE
pWdKf3MneyI,UgzJEOq_LMBmJDS7nWB4AaABAg,2022-01-06T06:56:53Z,2022-01-06T06:56:53Z,0,Mass of Concrete cannot be modulated. Not enough potential I actually don't hit people with intention to kill often.,NON_HATE,0.9526953101,NON_HATE,NON_HATE
pWdKf3MneyI,UgwmWqjZ9xc0fTQTFqF4AaABAg,2022-01-06T06:55:16Z,2022-01-06T06:55:16Z,0,"Yeah it is law of Asscocistes any where You works You get a Diploma. 2 Jobs. Every Job is a Career. People áre actually Terrible, good Luck their Tiny people...",HATE,0.696351409,NON_HATE,NON_HATE
pWdKf3MneyI,Ugw6DfGw6gj5B30-huh4AaABAg,2022-01-06T06:53:41Z,2022-01-06T06:53:41Z,0,Cookies and Cream Oreo...,NON_HATE,0.9765762091,,NON_HATE
pWdKf3MneyI,Ugzo0rmJja1sL86jy_l4AaABAg,2022-01-06T06:53:22Z,2022-01-06T06:53:22Z,0,"Give them Pretzals only, no Ic Crean unless it is Cookies, and Cream. It is thee only Healthy Ice Cream.",HATE,0.7800157666,NON_HATE,NON_HATE
pWdKf3MneyI,UgxJwu0nj6j34QZJ9qZ4AaABAg,2022-01-06T06:52:28Z,2022-01-06T06:52:28Z,0,"No Sugar, They do Pretzals it is east to make, law is customer is always right...",NON_HATE,0.8308178782,NON_HATE,NON_HATE
pWdKf3MneyI,UgwCHGBC1Ns_43-c-_N4AaABAg,2022-01-06T06:50:27Z,2022-01-06T06:50:27Z,0,Es la pinche Televisión idiota. Time Travel.,HATE,0.7490791082,,NON_HATE
pWdKf3MneyI,UgylswNAPjVab2a4c7t4AaABAg,2022-01-06T06:49:58Z,2022-01-06T06:49:58Z,0,Periódico tablet. It is not possible.,NON_HATE,0.9770383239,NON_HATE,NON_HATE
pWdKf3MneyI,UgzWfpEJHIprAHrp9394AaABAg,2022-01-06T06:49:24Z,2022-01-06T06:49:35Z,0,"Hey, there is Gravity in Mass... The Buildings. Everyone is Tiny, it is all concrete.",NON_HATE,0.9611194134,NON_HATE,NON_HATE
pWdKf3MneyI,Ugzx9rO6--_syk1rxiZ4AaABAg,2022-01-02T08:17:14Z,2022-01-02T08:17:14Z,1,❤️,NON_HATE,0.9780728221,NON_HATE,NON_HATE
pWdKf3MneyI,Ugzl4pwS_60Pald5axR4AaABAg,2021-12-31T07:52:22Z,2021-12-31T07:52:22Z,0,Very underrated superhero. Paul Rudd was great as ant man,NON_HATE,0.9695618153,NON_HATE,HATE
pWdKf3MneyI,UgzX1qsPREXzC-o3to94AaABAg,2021-12-31T07:51:20Z,2021-12-31T07:51:20Z,0,My favorite marvel movie after Winter Soldier,NON_HATE,0.9598359466,NON_HATE,NON_HATE
pWdKf3MneyI,Ugz1z2yuN1TBkskpd6d4AaABAg,2021-12-31T01:08:25Z,2021-12-31T01:08:25Z,9,"For some reason, I actually like ant-man more then the other marvel films, maybe because this one actually has good cinematography that triggers a feeling of nostalgia to me even though it just came out a few years ago, and that it’s not just plain boring gray color grading footage which is more then 90 percent of marvel films (and this film’s sequel), and the main hero is not overpowered most of the time but still motivated and lovable",NON_HATE,0.966370821,NON_HATE,NON_HATE
pWdKf3MneyI,UgyJW4fWWd1l1cp6_SV4AaABAg,2021-12-28T18:01:23Z,2021-12-28T18:01:23Z,1,Me and my uncle saw this movie in theaters July 18 2015,NON_HATE,0.9703436494,NON_HATE,NON_HATE
pWdKf3MneyI,Ugx_dZa1AT4wunRfgJp4AaABAg,2021-12-28T12:20:08Z,2021-12-28T12:20:08Z,0,Paul Rudd was the perfect cast for the Ant-man role.,NON_HATE,0.9761978984,NON_HATE,NON_HATE
pWdKf3MneyI,Ugy1FLVFkVinSfHMnZB4AaABAg,2021-12-28T11:35:25Z,2021-12-28T11:35:25Z,0,My favorite superhero,NON_HATE,0.9409058094,NON_HATE,NON_HATE
pWdKf3MneyI,Ugyy8GSYawj1t0EzWMJ4AaABAg,2021-12-25T13:52:24Z,2021-12-25T13:52:24Z,0,can’t believe this was 6 years ago,NON_HATE,0.9767682552,NON_HATE,NON_HATE
