Video ID,Comment ID,Published At,Updated At,Likes,Comment Text,BERT Label,confidence,True Label
Z1BCujX3pw8,Ugx9K_lQcTsBxctoPiJ4AaABAg,2023-04-20T17:30:27Z,2023-04-20T17:30:27Z,0,"WinterSierra, Desert, ASHHEAD.",NON_HATE,0.9778437018,NON_HATE
Z1BCujX3pw8,UgyPzpqGwDBKiNNZAtF4AaABAg,2023-04-20T17:29:42Z,2023-04-20T17:29:42Z,0,Better clean area?,NON_HATE,0.9768232107,NON_HATE
Z1BCujX3pw8,UgxqEvIVJ3tlvDtfm9F4AaABAg,2023-04-20T17:29:27Z,2023-04-20T17:29:27Z,0,Bipolar.,NON_HATE,0.9781283736,NON_HATE
Z1BCujX3pw8,UgxwThJ8yE-wg2cXxFh4AaABAg,2023-04-20T17:29:15Z,2023-04-20T17:29:15Z,0,Guitar was created in 1950... music from Past type of awesome...,NON_HATE,0.9736367464,NON_HATE
Z1BCujX3pw8,Ugw1hrrMwdQc7LPZAyF4AaABAg,2023-04-19T17:35:16Z,2023-04-19T17:35:16Z,1,"Coming back to this amazing trailer after The Marvels trailer came out, which is bad.",NON_HATE,0.9734528065,NON_HATE
Z1BCujX3pw8,UgxLvFwhsGwXHg1nY9Z4AaABAg,2023-04-17T05:18:13Z,2023-04-17T05:18:13Z,2,This is why I like this movie.,NON_HATE,0.97678864,NON_HATE
Z1BCujX3pw8,UgwkWlOiLCcbgT5jiNB4AaABAg,2023-04-17T05:17:31Z,2023-04-17T05:17:31Z,0,See how strong this Aviator became. From flying into outer space by herself.,NON_HATE,0.9752550125,NON_HATE
Z1BCujX3pw8,UgwQ45XLMH70lH10YBp4AaABAg,2023-04-16T09:42:08Z,2023-04-16T09:42:08Z,0,Still one of the best Marvel Movies ❤🎉 can't wait for the Marvels to hit Theater soon❤❤❤,NON_HATE,0.8440443873,NON_HATE
Z1BCujX3pw8,UgyJiJbtpyHIvK7LGXZ4AaABAg,2023-04-14T19:43:22Z,2023-04-14T19:43:22Z,0,I think I need to get that firefox extension that lets you see how many dislikes there are.,NON_HATE,0.9680136442,NON_HATE
Z1BCujX3pw8,Ugz3iWWXg6FLQsVR-nt4AaABAg,2023-04-13T23:08:51Z,2023-04-13T23:08:51Z,0,Crazy part is the fact that im not a fan on the trailer im going to be labeled a troll and just bombarding this trailer with dislikes and negative comments.  Its bad alright simple as that. Marvel has really strayed away from its original recipe.  Sad,NON_HATE,0.8624296188,NON_HATE
Z1BCujX3pw8,UgyRohU_pu6pejrid7B4AaABAg,2023-04-13T04:51:45Z,2023-04-13T04:51:45Z,0,Better than the Marvels Trailer by a mile,NON_HATE,0.9739339352,NON_HATE
Z1BCujX3pw8,Ugy65ZEd7SzvYb135ht4AaABAg,2023-04-13T04:02:04Z,2023-04-13T04:02:04Z,3,Go woke go broke!,NON_HATE,0.9770421982,
Z1BCujX3pw8,UgxWUegdIYwux7e7IPV4AaABAg,2023-04-12T20:13:15Z,2023-04-12T20:13:15Z,2,<Rubbish film that Disney cooked the books for to avoid a flop.>,NON_HATE,0.9622434974,NON_HATE
Z1BCujX3pw8,Ugzfb6PRqYyeLZO9KJV4AaABAg,2023-04-11T09:05:22Z,2023-04-11T09:05:22Z,16,Who's here after the announcement of The Marvels trailer 🎉,NON_HATE,0.9637957215,NON_HATE
Z1BCujX3pw8,Ugxfs8TU0jV-WEUAfkd4AaABAg,2023-04-09T15:58:08Z,2023-04-09T15:58:08Z,2,"Today I watched this film for 2 hours 3 minutes 42 seconds and the film is cool besides that to be honest I prefer DC UNIVERSE films to MARVEL films but that doesn't mean I don't like them, I still watch Marvel films.alhamdulillah bisa nonton.",NON_HATE,0.9093587399,NON_HATE
Z1BCujX3pw8,Ugw4mEcC4HMDBSGq3yt4AaABAg,2023-04-08T17:10:04Z,2023-04-08T17:10:04Z,2,I remember coming here with my mom to watch the movie. It was abseloute garbage the storyline was trash I legit fell asleep,NON_HATE,0.9498288035,NON_HATE
Z1BCujX3pw8,UgwMturaSk0yp7oS2RV4AaABAg,2023-04-07T13:19:14Z,2023-04-07T13:19:14Z,1,"Only two Avengers dared to face Thanos voluntarily! Tony Stark & Captain Marvel!
And Tony accepted that Captain Marvel is *GREAT*",NON_HATE,0.8443514705,NON_HATE
Z1BCujX3pw8,UgzDazA-hgIdd-qmI6t4AaABAg,2023-04-07T09:44:42Z,2023-04-07T09:44:42Z,1,TimeLineTheory cause and effect. No zombie apocalypse if person who caused it dies...,NON_HATE,0.9636924267,NON_HATE
Z1BCujX3pw8,Ugz6i-w-H3VCEXttHfx4AaABAg,2023-04-07T09:41:25Z,2023-04-07T09:41:25Z,0,Throwing a noun and catching it causes it to explode.,NON_HATE,0.9010874629,
Z1BCujX3pw8,Ugw-fz__9F66-wOK7Uh4AaABAg,2023-04-07T09:39:17Z,2023-04-07T09:39:17Z,0,Touching someone when using speed causes death.,NON_HATE,0.9747860432,NON_HATE
Z1BCujX3pw8,Ugwhf455eOiCtVjlyyh4AaABAg,2023-04-07T09:38:42Z,2023-04-07T09:38:42Z,1,"Limitations of Powers, do not use speed. They die.",NON_HATE,0.8906353116,NON_HATE
Z1BCujX3pw8,UgwxQOK2I4lw547ZUht4AaABAg,2023-04-06T08:23:30Z,2023-04-06T08:23:30Z,0,From Poce and Pahvo. He Murdered my friends as I departed from the PLANET ON STARFOX.,NON_HATE,0.9214295745,NON_HATE
Z1BCujX3pw8,Ugx3VjJmQfFdInIealt4AaABAg,2023-04-06T08:22:40Z,2023-04-06T08:22:40Z,1,He is HEPASTUS.,NON_HATE,0.9747347236,NON_HATE
Z1BCujX3pw8,Ugz4WY-imY8LISygtC94AaABAg,2023-04-06T08:22:26Z,2023-04-06T08:22:26Z,0,"His enchantment causes him to be sent to Purgatory of the nine Realms of HELL under the PLAin of existence. Pertaining to the Devine comedy, and prevention of someone who is trying to do service for a different Kingdom, to rescue his own Civilization of Sickness, by ENLisTMENT, to the Military oof NCR&BOS&USBERETS&USMARINES&USPJ&USMC&USNC...",NON_HATE,0.9314647913,NON_HATE
Z1BCujX3pw8,Ugx_W4UsFTnKUSdRSf54AaABAg,2023-04-06T08:18:15Z,2023-04-06T08:18:15Z,0,He cannot invade our Military training Academies.,HATE,0.8778740764,NON_HATE
Z1BCujX3pw8,Ugz4alyBxdlU62H28-d4AaABAg,2023-04-06T08:17:38Z,2023-04-06T08:17:38Z,1,Hepastus is Klingon the Enemy himself.,NON_HATE,0.9764512777,NON_HATE
Z1BCujX3pw8,Ugzc-1BPArWN2QZEUox4AaABAg,2023-04-06T08:17:08Z,2023-04-06T08:17:08Z,1,"Rescue Her. Thor is allegedly Hepastus, Who is Coy Steven's Brother. Looking is a different person allegedly. CaroL be cautious.",NON_HATE,0.9620420337,NON_HATE
Z1BCujX3pw8,UgyIsncEkFNcw_x_W0R4AaABAg,2023-03-31T22:49:48Z,2023-03-31T22:49:48Z,0,<Film so rubbish Disney cooked the books to avoid a flop.>,NON_HATE,0.943448782,NON_HATE
Z1BCujX3pw8,UgyiByA3-tUnGvowlyF4AaABAg,2023-03-30T09:51:37Z,2023-03-30T09:51:37Z,1,"Victoria Alonso
U are destroyed",NON_HATE,0.9441576004,NON_HATE
Z1BCujX3pw8,Ugyl4yi_lQNx26dOnUp4AaABAg,2023-03-27T22:42:46Z,2023-03-27T22:42:46Z,1,"<A character so rubbish it took years to get a sequel. A sequel that keeps getting delayed.
  Ha ha ha!>",NON_HATE,0.9598110914,NON_HATE
Z1BCujX3pw8,UgyKxSl4q66VXwhYiBd4AaABAg,2023-03-26T21:49:07Z,2023-03-26T21:49:07Z,0,such a great trailer!,NON_HATE,0.9764556885,NON_HATE
Z1BCujX3pw8,UgzqDyLOh9jgvUPvuSJ4AaABAg,2023-03-15T23:00:14Z,2023-03-15T23:00:14Z,0,1:04 top gun,NON_HATE,0.9734606147,NON_HATE
Z1BCujX3pw8,Ugx0jPOnnONmFxqRPmB4AaABAg,2023-03-06T22:32:09Z,2023-03-06T22:32:09Z,1,<Film so rubbish Disney keeps delaying the sequel after early test screenings of the Marvels performed horribly.>,NON_HATE,0.9503011107,NON_HATE
Z1BCujX3pw8,UgwxQfMvCV4HcHQJA1t4AaABAg,2023-03-02T09:44:55Z,2023-03-02T09:45:51Z,0,"Have you ever noticed how in every femdom they have supernatural powers, even Lara Croft had over the top physical strength, and kill Bill how that chick could move in ways her body structure would just not be able to handle in real life.",HATE,0.8165764809,
Z1BCujX3pw8,UgxYtwr88QQVRWQRdzd4AaABAg,2023-02-25T07:21:58Z,2023-02-25T07:21:58Z,3,Trash,NON_HATE,0.9780728221,NON_HATE
Z1BCujX3pw8,UgwNsI9gqeR-y6N101h4AaABAg,2023-02-20T23:10:21Z,2023-02-20T23:10:21Z,3,"<Film was so rubbish it played to countless empty seats. 
  Even Disney knows how rubbish Captain Marvel is that's why she had very little screen time in 
  Endgame and her sequel keeps being delayed. Ha ha ha!>",NON_HATE,0.9048113227,NON_HATE
Z1BCujX3pw8,UgzK9Ra34D9Lqvm0ntN4AaABAg,2023-02-20T23:09:39Z,2023-02-20T23:09:39Z,2,"<Brie Larson loves to masquerade a champion for equality when she stepped over
  Monica Rambeau to be Captain Marvel. The first female Captain Marvel in the comics was Monica.>",NON_HATE,0.8283446431,
Z1BCujX3pw8,UgwzabGrY1QImr8Mnsd4AaABAg,2023-02-20T23:08:24Z,2023-02-20T23:08:24Z,1,"<Captain Marvel is a poor selling comic that couldn't make a profit no matter how
  many times Marvel rebooted the character.>",NON_HATE,0.9581835866,NON_HATE
Z1BCujX3pw8,Ugx6VHSRJvGww_a4onJ4AaABAg,2023-02-20T17:24:01Z,2023-02-20T17:24:01Z,1,"Fragile, sexist old white men making hateful comments about Captain Marvel and Brie Larson are a bunch of pathetic ignorant trolls who spend most of their lives on social media and believe they think of all the people in the world as they do. Never take this disgusting minority seriously.",HATE,0.811318934,
Z1BCujX3pw8,UgyAnHBHIXXy9-TzxXB4AaABAg,2023-02-14T01:30:17Z,2023-02-14T01:30:17Z,0,"Brie Larson you are the best of the best in every universe, in every galaxy",NON_HATE,0.9552035332,NON_HATE
Z1BCujX3pw8,Ugweb4BMMOAzAmD0YKZ4AaABAg,2023-02-14T01:29:12Z,2023-02-14T01:29:12Z,1,The strongest super stronger 💪💪💪💪💪 Mother of all superheroes,NON_HATE,0.961846292,NON_HATE
Z1BCujX3pw8,UgyNhTfxb4bf2Ibedn14AaABAg,2023-02-07T23:48:34Z,2023-02-07T23:48:34Z,2,"<Film so rubbish Disney cooked the books to avoid a flop.
  I had a good laugh seeing pictures of people in empty cinema rooms for opening 
  night of Captain Marvel.>",NON_HATE,0.9214575887,NON_HATE
Z1BCujX3pw8,UgwrsR54PkL5BWtyrqh4AaABAg,2023-02-04T19:40:24Z,2023-02-04T19:40:24Z,0,"""Captain Marvel is the Princess of Advanced Martial Art Form and Tai Chi!""",NON_HATE,0.9120162725,NON_HATE
Z1BCujX3pw8,UgwUA9kGeTzy4dBRgcd4AaABAg,2023-02-03T17:25:35Z,2023-02-03T17:25:35Z,0,Legends watching in 2023!! 😁😁😁😁😁,NON_HATE,0.9754534364,NON_HATE
Z1BCujX3pw8,UgzFVSR6bGtWJcCZ-xF4AaABAg,2023-01-31T22:57:06Z,2023-01-31T22:57:06Z,1,"<Rubbish feminist propaganda film based on the poor selling comics. 
  Despite the misinformation peddled by Disney and the shill media, Captain Marvel played
  to countless empty seats. Captain Marvel is so rubbish Disney made the
  sequel film a buddy team up film ha ha ha!>",NON_HATE,0.7071152925,HATE
Z1BCujX3pw8,Ugx81fOphrVjxyW2TOh4AaABAg,2023-01-26T21:12:58Z,2023-01-26T21:12:58Z,0,"<Remember Rotten Tomatoes allowed countless bots to post copy and paste positive reviews for Captain 
  Marvel and the shill media telling people how great the film was. In reality Captain Marvel played to many empty seats. 
  Carol Danvers is a rubbish character with poor selling comics.>",NON_HATE,0.927434504,NON_HATE
Z1BCujX3pw8,UgzQ0CaJmen15h23RgF4AaABAg,2023-01-26T18:32:56Z,2023-01-26T18:32:56Z,0,"<When are Brie Larson and her Hollywood friends going to return the millions 
  they scammed using their Time's Up MeToo charity? Brie Larson was a board member 
  for Time's Up.>",NON_HATE,0.6469533443,NON_HATE
Z1BCujX3pw8,UgzimhJgy5rm9PVDJxt4AaABAg,2023-01-23T08:24:25Z,2023-01-23T08:24:25Z,0,regular audiences aka normies loved this movie,NON_HATE,0.9699888229,NON_HATE
Z1BCujX3pw8,Ugx4zNsleLAyCwlQt3Z4AaABAg,2023-01-23T08:22:59Z,2023-01-23T08:22:59Z,0,"Oh, there absolutely was hate against the captain marvel movie only on social media from the vocal minority , just not from regular audiences. A whole fringe industry worth of 'Brie Larson sucks' YouTube videos made by insecure men and some female grifters emerged from it. Regular audiences, though, thought it was great and so did critics.",NON_HATE,0.9187523127,NON_HATE
Z1BCujX3pw8,UgxPJUfjImcprzcZdat4AaABAg,2023-01-13T22:16:49Z,2023-01-13T22:16:49Z,0,"<Rubbish boring film made for beta males and raging nasty feminists.
  No wonder the Captain Marvel comics sold poorly.>",HATE,0.7253016233,HATE
Z1BCujX3pw8,Ugxw8umpj2YqATtZMuJ4AaABAg,2023-01-12T21:30:55Z,2023-01-12T21:30:55Z,2,I honestly really enjoyed this especially after she landed on earth,NON_HATE,0.9637963772,NON_HATE
Z1BCujX3pw8,UgzzsQQV5nPNPw3Yunp4AaABAg,2023-01-09T15:33:46Z,2023-01-09T15:33:46Z,1,Five Planets.,NON_HATE,0.9782099128,NON_HATE
Z1BCujX3pw8,UgxdWv2kdxX1WU4yQIx4AaABAg,2023-01-09T15:33:35Z,2023-01-09T15:33:35Z,0,"Uh it resulted in an explosion ony home planet them are idiot did Ironot, and zombies in Final Fantasy, then another idiot DBZ robots, and another idiot zombies on this Planet. I registered with the Galactic Federation Twice. Once recently because your freaking me out that your dying causing Planetary distractions each Planet I'AM at.",HATE,0.8562965393,NON_HATE
Z1BCujX3pw8,Ugxk_at-ucVgPozV9IZ4AaABAg,2023-01-09T15:31:01Z,2023-01-09T15:31:01Z,0,"Hypnosis does not work on me, I'AM different?",NON_HATE,0.9695749283,NON_HATE
Z1BCujX3pw8,UgzKb54tY6-1ccPpvzZ4AaABAg,2023-01-09T15:30:37Z,2023-01-09T15:30:37Z,0,I need you to all know that Three Layers is a Planetary Loss. I'AM not sure wtf ya'll Yell about Video Games are LitteraLLy not Fake...,NON_HATE,0.8161692619,NON_HATE
Z1BCujX3pw8,UgxrLbB21QpTYeLkwKF4AaABAg,2023-01-09T15:29:13Z,2023-01-09T15:29:13Z,0,Three Layers of Earth TimeLine are Zombies. It is similar to Bifrost reactions...,NON_HATE,0.9265935421,NON_HATE
Z1BCujX3pw8,UgxsvcAWao0lNqiW2tZ4AaABAg,2023-01-09T15:28:33Z,2023-01-09T15:28:33Z,0,We are a Minority is a word to Aliens.,NON_HATE,0.739875555,NON_HATE
Z1BCujX3pw8,UgwUeSEz8Z3H9PurufJ4AaABAg,2023-01-09T15:28:20Z,2023-01-09T15:28:20Z,0,Do not go to Final Fantasy Planet is Ironot planet do not go there you were 7 years old. Away from Final Fantasy Planet.,NON_HATE,0.9003129005,NON_HATE
Z1BCujX3pw8,UgxXgneinRiGtXy5xYF4AaABAg,2023-01-04T16:53:29Z,2023-01-04T16:53:29Z,0,"<Rubbish feminist propaganda film based on a poor selling comic nobody wanted.
  Disney, Rotten Tomatoes, and the shill media used massive deception to make
  people believe Captain Marvel was an amazing film.>",NON_HATE,0.7470659614,HATE
Z1BCujX3pw8,UgxIm-D5yjL1VNwRasx4AaABAg,2023-01-03T15:52:34Z,2023-01-03T15:52:34Z,2,Underrated mcu movie,NON_HATE,0.9725974202,NON_HATE
Z1BCujX3pw8,Ugxg8x16glWdOC4KMh94AaABAg,2023-01-02T23:23:37Z,2023-01-02T23:23:37Z,5,She was horrible at this role. I hated this movie,NON_HATE,0.9403721094,NON_HATE
Z1BCujX3pw8,Ugy3xLNjab32oAykIzN4AaABAg,2022-12-29T21:20:52Z,2022-12-29T21:20:52Z,0,Show,NON_HATE,0.9780728221,NON_HATE
Z1BCujX3pw8,Ugz-HaOys7_OzHVzZXt4AaABAg,2022-12-28T00:26:14Z,2022-12-28T00:26:14Z,0,I know a renegade soldier when I see one ...,NON_HATE,0.9749959707,NON_HATE
Z1BCujX3pw8,UgyNaIOhZxsP821eYS14AaABAg,2022-12-13T22:03:59Z,2022-12-13T22:03:59Z,3,<Rubbish feminist propaganda film with occult elite puppet Brie Larson as the lead.>,NON_HATE,0.7735199928,HATE
Z1BCujX3pw8,UgwIR-CjPNz_6EkpjGl4AaABAg,2022-12-13T18:42:21Z,2022-12-13T18:42:21Z,0,Kickass!,NON_HATE,0.9782115221,NON_HATE
Z1BCujX3pw8,Ugzau46C9KSV-7zITA14AaABAg,2022-12-13T18:41:48Z,2022-12-13T18:41:48Z,0,"Front End Car gearbox, and Engine. Buy for friends?",NON_HATE,0.9746486545,NON_HATE
Z1BCujX3pw8,Ugwhcy1sd9iEglP5cKZ4AaABAg,2022-12-13T18:40:07Z,2022-12-13T18:40:07Z,0,The car We drive it is supercar.,NON_HATE,0.9762592316,NON_HATE
Z1BCujX3pw8,UgyGnwIHezeX-tPHhcB4AaABAg,2022-12-13T18:39:14Z,2022-12-13T18:39:14Z,0,"Car gearbox in front, and Engine. Took my Chevy too the Levy, but the Levy Broke down.",NON_HATE,0.9589221478,NON_HATE
Z1BCujX3pw8,UgxzRee1jHvdbiMAarJ4AaABAg,2022-12-12T15:23:30Z,2022-12-12T15:23:30Z,1,"<Higher, further, faster, baby so Brie Larson can vomit again while doing maneuvers 
  in a fighter jet ha ha ha!>",NON_HATE,0.9442204833,NON_HATE
Z1BCujX3pw8,UgxFvCE5l241L78Lj3x4AaABAg,2022-12-12T15:21:47Z,2022-12-12T15:21:47Z,0,<Another rubbish social engineering propaganda film from the occult elite puppet at Disney.>,NON_HATE,0.926014483,HATE
Z1BCujX3pw8,Ugw_nbCTlPADHR7s9xZ4AaABAg,2022-12-11T00:06:52Z,2022-12-11T00:06:52Z,0,🥺,NON_HATE,0.9780728221,NON_HATE
Z1BCujX3pw8,UgyJqVfSoa9Ps_9Ys2Z4AaABAg,2022-12-06T19:45:27Z,2022-12-06T19:45:27Z,0,"<The Carol Danvers were poor selling woke comics and this film is more woke social 
  engineering propaganda from Disney.>",NON_HATE,0.915297389,HATE
Z1BCujX3pw8,UgyRWEKMXHXPkHkMy9J4AaABAg,2022-12-06T01:21:19Z,2022-12-06T01:21:34Z,2,😮nly Marvel Can 😂😂😂😂 still awesome Can't Not wait for the next one ❤❤❤ lets go 🔥🔥🔥🔥🔥😊,NON_HATE,0.9426374435,NON_HATE
Z1BCujX3pw8,UgzRQxE13YCsDfrssrl4AaABAg,2022-12-04T22:53:36Z,2022-12-04T22:53:36Z,0,"I prefer Anime, DC is so much better than Marvel!!",NON_HATE,0.9566738605,NON_HATE
Z1BCujX3pw8,Ugy2NoJGnMlT5JcDFnh4AaABAg,2022-12-03T16:10:04Z,2022-12-03T16:10:04Z,0,"When you first deployed to space I was Teleported to my Subsonic SpaceJet. Info for only you and me. When a girl is on a SpaceJet she is claimed by the Male on a the SpaceJet by Law. Your not allowed on any other SpaceJet you do actually know. That SpaceJet cannot let you on board illusions not allowed on board, false Visuals not allowed on board SpaceJet, people actually vaporize while in the process of going to space by Law of SpaceTravel. Yeah Family appears in the SpaceShip if you do spaceTravel I own an actual SpaceJet more than one actually it fixes actual falsehood to Correct Fact, by Quantum Chemistry Theory that I know I only needed my SpaceJet to Traverse through subsonicboom.",NON_HATE,0.7454463243,NON_HATE
Z1BCujX3pw8,UgzfhIVqIc9qNDoy3aZ4AaABAg,2022-11-29T22:20:05Z,2022-11-29T22:20:05Z,1,<Rubbish radical feminist propaganda film film promoting lies and propaganda for the occult elite.>,NON_HATE,0.8190577626,HATE
Z1BCujX3pw8,UgxeRqFu0HjkRHaAzPl4AaABAg,2022-11-29T10:52:28Z,2022-11-29T10:52:28Z,0,captain marvel 2 the marvels,NON_HATE,0.9727314115,NON_HATE
Z1BCujX3pw8,Ugycm2YDdYGU8gmfK5d4AaABAg,2022-11-29T10:51:54Z,2022-11-29T10:51:54Z,0,A cinemascore,NON_HATE,0.9573171139,NON_HATE
Z1BCujX3pw8,Ugynf6vgLov38x_6hz14AaABAg,2022-11-29T10:51:41Z,2022-11-29T10:51:41Z,0,I love this movie,NON_HATE,0.9726549387,NON_HATE
Z1BCujX3pw8,UgwVbZqeNDhigX_17ch4AaABAg,2022-11-29T10:51:26Z,2022-11-29T10:51:26Z,0,"Christian Bale has put himself on record as believing that American culture would be 'much richer' if the people in power weren't mostly white men.

The actor made the comments during an interview with AOL Build this past Monday as he sat with Rosamund Pike and Wes Studi to promote the upcoming Wild West drama film Hostiles.

""Our culture will be so much richer the day that we stop saying, 'Hey, it's all white dudes who are running things,"" Bale said. ""Whether that be Hollywood, whether that be Washington, you know?""

""We're going to get, in Hollywood, so much better films and so much more interesting stories being told, and America will become the America that the rest of the world sees it as, that makes it unique... that we recognise makes this such a beautiful, brilliant country.""

Bale went on to call the US a 'country of inclusion', explaining that he moved his family to the States because he fell in love with the country.

Bale, who has two young children Emmaline and Joseph with the American make-up artist Sandra 'Sibi' Blažić, applied for US citizenship in 2010.

""It's the reason why I moved here,"" he said. ""It's the reason why my kids have American accents.""",NON_HATE,0.9211380482,NON_HATE
Z1BCujX3pw8,Ugy4AGb8PU22eyByb-p4AaABAg,2022-11-29T09:42:44Z,2022-11-29T09:42:44Z,0,cool,NON_HATE,0.9747767448,NON_HATE
Z1BCujX3pw8,UgzKyAB9nbS2kLNeTvp4AaABAg,2022-11-29T09:42:31Z,2022-11-29T09:42:31Z,1,"""You have this Kree part of her that's unemotional, that is an amazing fighter and competitive. Then there's this human part of her that is flawed but is also the thing that she ends up leading by. It's the thing that gets her in trouble, but it's also the thing that makes her great. And those two sides warring against each other is what makes her her.""",NON_HATE,0.9120896459,NON_HATE
Z1BCujX3pw8,Ugx7AgF1oH55g_9lebV4AaABAg,2022-11-29T09:41:41Z,2022-11-29T09:41:41Z,0,i honestly think this was better than Thor 2 and both Black Panthers.,NON_HATE,0.9692416191,NON_HATE
Z1BCujX3pw8,UgyLx2IO520FlUxb7JN4AaABAg,2022-11-28T08:44:04Z,2022-11-28T08:44:04Z,3,i honestly think this was worse than Thor 2 and both Black Panthers.,NON_HATE,0.9680482745,NON_HATE
Z1BCujX3pw8,Ugw5EelcIJmFX1TvtUR4AaABAg,2022-11-22T15:20:08Z,2022-11-22T15:20:08Z,4,The most shitty marvel character. Hated this movie. Fr fr,NON_HATE,0.6965717077,NON_HATE
Z1BCujX3pw8,UgwXbqGM1qmu_WThvSV4AaABAg,2022-11-22T06:06:12Z,2022-11-22T06:06:12Z,2,Boring children's movie.,NON_HATE,0.9763693213,NON_HATE
Z1BCujX3pw8,Ugymmp3Qprxv7ZRUanJ4AaABAg,2022-11-22T01:37:50Z,2022-11-22T01:37:50Z,0,great movie,NON_HATE,0.9718363881,NON_HATE
Z1BCujX3pw8,UgwXcBN6l0upaO-AJst4AaABAg,2022-11-21T22:35:05Z,2022-11-21T22:35:05Z,0,<Rubbish film based on a woke comic character with poor selling comics.>,NON_HATE,0.9622229934,HATE
Z1BCujX3pw8,UgwlHDnywUk-rEMioL94AaABAg,2022-11-17T18:09:15Z,2022-11-17T18:09:15Z,0,<Boring radical feminist propaganda film with misandrist Brie Larson as the lead.>,NON_HATE,0.8673459888,HATE
Z1BCujX3pw8,Ugy7PmbEdXS8bVDvpqJ4AaABAg,2022-11-16T21:17:49Z,2022-11-16T21:17:49Z,0,<Boring feminist propaganda film made for fools.>,NON_HATE,0.7294691205,HATE
Z1BCujX3pw8,Ugw4xPbYWO8sehBianF4AaABAg,2022-11-15T00:23:46Z,2022-11-15T00:23:46Z,0,Like Shamwow. It is Smite good word for self.,NON_HATE,0.9721081257,NON_HATE
Z1BCujX3pw8,UgycMbnvxZCu_oycDKh4AaABAg,2022-11-15T00:22:46Z,2022-11-15T00:22:46Z,0,Smite is the Word.,NON_HATE,0.9679852128,NON_HATE
Z1BCujX3pw8,Ugx2pKRch-ZFoBLLMLB4AaABAg,2022-11-13T23:23:05Z,2022-11-13T23:23:05Z,0,<Rubbish radical feminist propaganda film with a rubbish munter as the lead.>,NON_HATE,0.8626244664,NON_HATE
