text,label,confidence,comment_ids
Why so many villians are bald? A lot of ppl I know who are bald are kind and peaceful ppl.,HATE,0.7218248844146729,UgzfIwxyCDn0SHXm3rx4AaABAg
So this was his origin? Still can't remember if I killed him or not,NON_HATE,0.9667271971702576,UgyDQGusBEi-_xDwBDZ4AaABAg
"Yellowjacket - ""You think you can stop the future? YOU'RE JUST A THIEF!""

Scott - ""You don't know anything about me!""",NON_HATE,0.9097570776939392,UgxeITHEIHjqU7sWEcd4AaABAg
Hi,NON_HATE,0.9780728220939636,UgxWLMJl_ALgH6YjU8V4AaABAg
"Oh look, it's crap bag!",NON_HATE,0.9294559955596924,UgzRjs2wUUah2DqakwN4AaABAg
Modok,NON_HATE,0.9780728220939636,UgxrgZ9flLT_xJr1NUJ4AaABAg
"Tommy Doyle is antman now, How Time Flies.",NON_HATE,0.9752296805381775,Ugx4Z-pgbea3y6hQ_RN4AaABAg
Wow,NON_HATE,0.9780728220939636,Ugx44R_qMLcSq_bOEY14AaABAg
Marvel could take notes from their old trailers……….. they didnt used to reveal the entire plot + antagonist in the first teaser trailer……….. Stupid dr strange 2 trailer,NON_HATE,0.917843222618103,UgyhF2ekqWXl-W2j3n14AaABAg
2:20,NON_HATE,0.9772968292236328,Ugxcr9w-IWxaPkcVflN4AaABAg
"Zoc (The Ant Bully) - Ant-Man
Hopper (A Bug’s Life) - Yellowjacket",NON_HATE,0.9313008785247803,UgybGlFNQSuw_U9QxT54AaABAg
"Trailer a little too serious, the actual movie is fun ,fun, ..and more fun. 5 Star effort.👏",NON_HATE,0.9723764657974243,UgyVyG0dWqkgr8ojVoV4AaABAg
"1:23 
""You like a bullet""
*Show Ant-Man jumping at the gun*",NON_HATE,0.9601196646690369,UgzkBDr8yYcDmJC22cJ4AaABAg
"It's not the fact he can shrink his greatest power is controlling ants that's where ""teamwork makes the dream work"" takes effect",NON_HATE,0.9455118775367737,UgwenczskQtVQNlZOKF4AaABAg
あ＠,NON_HATE,0.9740071296691895,UgxxlCdN0h7Kp023vBZ4AaABAg
Mike Hannigan ❤️,NON_HATE,0.9474619030952454,Ugyky6N4UKuXq8ESLBF4AaABAg
one of the best movie of mcu,NON_HATE,0.9756929278373718,UgxRwr58BXFSrOC_MCd4AaABAg
KAYA PALA TUMAKBO SI BBM SA PRESIDENT DAHIL SA PUTANGINANG MOVIE NA ITO,NON_HATE,0.8155613541603088,UgwfvSbOlm13ziXAvzB4AaABAg
Bland man,NON_HATE,0.9746090173721313,Ugz0jkmAC5MMvuUyYBx4AaABAg
should've been hank pym as ant-man and then eric o grady,NON_HATE,0.9733364582061768,UgzbAi68pElokyXSbql4AaABAg
Phoebe's husband 😬,NON_HATE,0.9575352072715759,Ugx_t33Fsh7mRwbqfvl4AaABAg
I remember when I was 6 I really wanted to see it cause it had Thomas in it,NON_HATE,0.9723988771438599,UgypseqRDZq6ElFoCHt4AaABAg
hi,NON_HATE,0.975435197353363,UgyARBmeCgqC2irPkQ14AaABAg
wowser,NON_HATE,0.9721188545227051,UgxSHGHYL9ruXdxWGYl4AaABAg
A sleeper hit. And a great Marvel movie!,NON_HATE,0.9626908302307129,UgwlQ5ORVaOvYgYTBBJ4AaABAg
Ant man vs Spider man needs to happen and needs to be a sequel to the Antman 2015 Spider man homecoming 2017 Antman and the wasp 2018 Spider man far from home 2019 Spider Man No Way Home 2021 And Antman And The wasp Quantumania 2023,NON_HATE,0.9318356513977051,Ugxj4jI1ZFLv8YG5CU54AaABAg
Boring movie,NON_HATE,0.9711106419563293,UgxEJfI6jxMV4GHz6qB4AaABAg
🔥🔥🔥,NON_HATE,0.9780728220939636,Ugyn2e1Sh2hGOOix-gl4AaABAg
Underrated Hero ever.,NON_HATE,0.9765875935554504,Ugy8N8VcheKB1nO5d3F4AaABAg
... ...,NON_HATE,0.9772854447364807,UgwxxmIhHT5hKAxwDWV4AaABAg
THIS MOVIE INSPIRED THE WORST LEADER AND THE WEAKEST SPOILED BRAT OVERRATED SEÑORITO STUPID POLITICIAN WHO RUN NOW FROM A HIGHER POST IN THE PHILIPPINES! BWAHAHAHA,NON_HATE,0.7829223871231079,UgzedFqTx-puH7MEde14AaABAg
Sino nandito Dahil sa BBM natin? ❤️💚❤️💚,NON_HATE,0.6568959951400757,UgyMa4JULTHE2GDbJ654AaABAg
Baby M.,NON_HATE,0.978209912776947,UgzkMoaVYpJcMcOJMGl4AaABAg
Andto ako dahil Kay bong bong marcos wooooo ant man hahahahah,NON_HATE,0.9609768390655518,UgwefHYa10-0dvbqpy94AaABAg
"becouse of this, we have a new president in the Philippines",NON_HATE,0.9190269708633423,UgyPqPWvQIAcYciUQZV4AaABAg
Can't Wait For Ant-Man And The Wasp Quantumania,NON_HATE,0.9098567366600037,UgwErlwzrWe1hsyU0Fh4AaABAg
When they replace cuss words it sounds so weird.,NON_HATE,0.9448275566101074,Ugzox56ZojNlKG686RV4AaABAg
Ant man 1 star in start on save,NON_HATE,0.9707537293434143,Ugw8dOt60lHAxLzLprp4AaABAg
When you realize that Ant-Man is the most important character in the MCU.,NON_HATE,0.9682766795158386,UgzPhKs-yG7GNFJQQDp4AaABAg
Nice 2015,NON_HATE,0.9756962656974792,UgyFl8sYAL3oRHTq7eZ4AaABAg
very good film.,NON_HATE,0.9769378900527954,Ugz4WuQpSbDYsV7zRHJ4AaABAg
Love this movie ever and ever ❤️❤️,NON_HATE,0.9693933129310608,Ugyg8kzta2KmZLBE8uV4AaABAg
0.15,NON_HATE,0.9768365025520325,Ugxkdp_V0l1Zapc_go94AaABAg
2011 2012 2013 2014 2015 2016 were the golden years same for 2010s,NON_HATE,0.9720723032951355,Ugxpfym2zQsT1RTPXmt4AaABAg
I wonder what the former Ant Man would see in Spider Man.,NON_HATE,0.9388929009437561,Ugwl2XDkbEhrflm8dnN4AaABAg
Mass of Concrete cannot be modulated. Not enough potential I actually don't hit people with intention to kill often.,NON_HATE,0.9526953101158142,UgzJEOq_LMBmJDS7nWB4AaABAg
"Yeah it is law of Asscocistes any where You works You get a Diploma. 2 Jobs. Every Job is a Career. People áre actually Terrible, good Luck their Tiny people...",HATE,0.6963514089584351,UgwmWqjZ9xc0fTQTFqF4AaABAg
Cookies and Cream Oreo...,NON_HATE,0.9765762090682983,Ugw6DfGw6gj5B30-huh4AaABAg
"Give them Pretzals only, no Ic Crean unless it is Cookies, and Cream. It is thee only Healthy Ice Cream.",HATE,0.780015766620636,Ugzo0rmJja1sL86jy_l4AaABAg
"No Sugar, They do Pretzals it is east to make, law is customer is always right...",NON_HATE,0.8308178782463074,UgxJwu0nj6j34QZJ9qZ4AaABAg
"No se puede por me Televisión, EL Space Force es Verdad.",NON_HATE,0.9451751112937927,UgwbhFjAnEfzse_Z9iF4AaABAg
Es la pinche Televisión idiota. Time Travel.,HATE,0.7490791082382202,UgwCHGBC1Ns_43-c-_N4AaABAg
Periódico tablet. It is not possible.,NON_HATE,0.9770383238792419,UgylswNAPjVab2a4c7t4AaABAg
"Hey, there is Gravity in Mass... The Buildings. Everyone is Tiny, it is all concrete.",NON_HATE,0.9611194133758545,UgzWfpEJHIprAHrp9394AaABAg
❤️,NON_HATE,0.9780728220939636,Ugzx9rO6--_syk1rxiZ4AaABAg
Poli padam💥💥💥,NON_HATE,0.9724235534667969,UgxFioVQ0AXUctF1f1l4AaABAg
Very underrated superhero. Paul Rudd was great as ant man,NON_HATE,0.9695618152618408,Ugzl4pwS_60Pald5axR4AaABAg
My favorite marvel movie after Winter Soldier,NON_HATE,0.959835946559906,UgzX1qsPREXzC-o3to94AaABAg
"For some reason, I actually like ant-man more then the other marvel films, maybe because this one actually has good cinematography that triggers a feeling of nostalgia to me even though it just came out a few years ago, and that it’s not just plain boring gray color grading footage which is more then 90 percent of marvel films (and this film’s sequel), and the main hero is not overpowered most of the time but still motivated and lovable",NON_HATE,0.9663708209991455,Ugz1z2yuN1TBkskpd6d4AaABAg
Me and my uncle saw this movie in theaters July 18 2015,NON_HATE,0.9703436493873596,UgyJW4fWWd1l1cp6_SV4AaABAg
Paul Rudd was the perfect cast for the Ant-man role.,NON_HATE,0.9761978983879089,Ugx_dZa1AT4wunRfgJp4AaABAg
My favorite superhero,NON_HATE,0.9409058094024658,Ugy1FLVFkVinSfHMnZB4AaABAg
can’t believe this was 6 years ago,NON_HATE,0.9767682552337646,Ugyy8GSYawj1t0EzWMJ4AaABAg
"Through out film there is lots of speech conversation, I feels that is affect the speed of film, and also boring. 👎👎👎",NON_HATE,0.9718025922775269,UgzXomvk_6nBrv79XCR4AaABAg
1:23 you like a bullet line gimme the shivers,NON_HATE,0.8749935626983643,UgyktMOaLdp6btXCYoZ4AaABAg
"I love Paul Rudd hes one of my favorite comedians of all time. Anchorman has to be one of my favorite movies, Brian Fantana has to go down as one of his great performances ever. Role Models and I Love You Man are my favorites too. But when they announced that he was gonna be Antman I was a little hesitant. At the end I was super wrong. I'm glad that Marvel and Feige saw something in him.  Antman is without a doubt one of my favorite characters in Marvel and thanks to Paul Rudd's performance.",NON_HATE,0.9602019786834717,UgzA_Pkih4se9yjFXJN4AaABAg
The soundtrack to this is off the charts epic,NON_HATE,0.9636191129684448,Ugzs64_PCqaSekxvndl4AaABAg
"having seen the movie, can't help but feel the trailer was way better.",NON_HATE,0.976250171661377,UgzM4BQRSBudYwMZ9Qh4AaABAg
when ant man meet blade teaser he caught the back side of blade blade saw him as he fell throught the atom zone did not mention did not think it was it pointed but alittle time blood speck seed blade thought that too enter the enternals,NON_HATE,0.9564447999000549,UgzOPTkCDWBq0C4MUYd4AaABAg
Im really glad it was Paul Rudd to play the Antman,NON_HATE,0.9377233982086182,UgzpZzv9__Z_cUpZTx94AaABAg
"I personally prefer this to Deadpool
all my friends like that movie
while I enjoy this movie so much",NON_HATE,0.9589009881019592,Ugz1_pg6J1SVrTcXUyV4AaABAg
"Scott: My days of breaking into places and stealing stuff are over. What do you want me to do?
Hank: I want you to break into a place and steal some stuff.
Scott: *_Makes sense._*",NON_HATE,0.9135305881500244,Ugwg9hVYOlf0YvS5rSJ4AaABAg
Ant-Man is the most underrated MCU superhero,NON_HATE,0.9276466965675354,UgwmxLqGJwmGZytrYsd4AaABAg
This trailer doesn't do justice to the movie.,NON_HATE,0.9750087857246399,UgwGF5ZatGkPK11wHPp4AaABAg
The trailer and movie did not disappoint,NON_HATE,0.9685710668563843,UgweCE_5H7HezZYGisp4AaABAg
"mano ri mt com esse filme, foi tudo",NON_HATE,0.9695279598236084,Ugxu6fjjlP4IGQaNo194AaABAg
"Hey ANT- MAN ALL MOBILE AND COMPUTER SHAYAD ANT MAN
ANT MAN = LETEST TECHNOLOGY",NON_HATE,0.8846461772918701,UgyqAXRgTr7EGdQ2VSB4AaABAg
"MCU make Ant-Man Amazing and DC make Aquaman Badass, All things In Balanced",NON_HATE,0.8711268305778503,UgyEYW_hw3-Tp8_NRg54AaABAg
This trailer music is the same as The Gods of Egypt Trailer,NON_HATE,0.9497248530387878,UgymT_OnwMKqTibIvx94AaABAg
Bro was this actually 6 years ago. Seriously.,NON_HATE,0.977686882019043,UgyUzfEeCp7f2amPhxt4AaABAg
"Ant-Man : ""We Haven't Met, I'm Ant-Man.""
Atom : ""I Don't Care.""",NON_HATE,0.9118496179580688,UgwGmVbTFp6vbhj6whB4AaABAg
"You guys used Thomas the tank engine Can you get the whole stuff that Thomas the tank engine used and the train ? I'm at Terry Shaw's house 
From Lucas Coakley 
PS I love Thomas . And I am 10.",NON_HATE,0.9572773575782776,UgwML_XQK2_rdzZXift4AaABAg
Legends watch at 2021,NON_HATE,0.9714836478233337,UgyukJa9u8PCTg64JQh4AaABAg
Am I the only one that likes this movie more than Ant-Man and the Wasp?,NON_HATE,0.9584169983863831,UgyK80aXglUtn290UW94AaABAg
Age of Ultron Jurassic World and Inside Out AMC theater,NON_HATE,0.9469347596168518,Ugyh79c_oZVUPGYT7Nh4AaABAg
2:17,NON_HATE,0.9771404266357422,UgwE0ix4McTaFNhkoa54AaABAg
I like this movie.,NON_HATE,0.9776556491851807,UgxtBU_J08inDfRlDVV4AaABAg
Marvel Studio Ant-Man Trailer,NON_HATE,0.9607434868812561,UgwEnX4cJZ0hJkyoy714AaABAg
Without antman and pym.... Endgame wouldn't exist...,NON_HATE,0.9707951545715332,UgyB2yTxiieEb6fnKa54AaABAg
CAN'T WAIT FOR *ANTMAN QUANTUMANIA*,NON_HATE,0.8542535901069641,UgzfC2d8py2VJOo6blp4AaABAg
Moms are the real heros,NON_HATE,0.9681487083435059,UgyOvhEtP6S-gaUTbI14AaABAg
the onion is the real hero.,NON_HATE,0.9735842347145081,UgyNnCPWtPc3V3FJ3J94AaABAg
the real heroes are moms,NON_HATE,0.9710838794708252,Ugw92wYADI-Imq74PVV4AaABAg
Moms are the real heroes,NON_HATE,0.9702745079994202,UgzhXK2T03CIdvoey-l4AaABAg
Moms are the real heroes,NON_HATE,0.9702745079994202,Ugypw0tis7exwutSLCB4AaABAg
Moms are the real heroes,NON_HATE,0.9702745079994202,UgzdoeCoH-T9ovx2ptB4AaABAg
Moms are the real heroes.,NON_HATE,0.9760863184928894,UgwoI0RHjJzNZ9EnXat4AaABAg
"Where's Phoebe,Mike??",NON_HATE,0.9768909811973572,UgzmOE0wXLLOp_M7Fc14AaABAg
"Sandy Kominsky finally has a gig!!

Good job Norman👍",NON_HATE,0.9252063035964966,Ugw8tD7gRnHU30LMsqJ4AaABAg
"The yellow sound extremely frame because growth spontaneously rhyme beside a careless beef. instinctive, unknown direction",NON_HATE,0.9670394659042358,UgyOOhSg0vAtti2auO54AaABAg
1:17 is why I keep coming back to this trailer. Great editing.,NON_HATE,0.973780632019043,Ugx0Y_LCl-SVBsU2dFd4AaABAg
Movie is underrated,NON_HATE,0.9760919213294983,Ugz-CgP_ZAnE-njIO8h4AaABAg
✨CRAP BAG✨,NON_HATE,0.9724235534667969,Ugx1zjtUFwSrQytO-Fl4AaABAg
"Looking back on this film now... I think it's a mix between ""The Incredible Shrinking Man"" and ""Spider-Man"" with a touch of ""Honey, I Shrunk the Kids""",NON_HATE,0.9167076349258423,UgwjadmkXzICklTiM254AaABAg
"Thomas tho, that is weird.",NON_HATE,0.9777663946151733,UgyLp4RE3WeaST7IJOh4AaABAg
"Every primary school kid knows from biology lessons that all ants without wings are female, male are the flying ants with wings that never work, only enjoy life and fly around a little see what’s up, and once a year the ant queen flies high with them for some hanky-panky.",NON_HATE,0.9551824331283569,Ugyua7PmkQ3ZWDjuB954AaABAg
I can’t believe it’s been 6years,NON_HATE,0.9731255769729614,UgwZImgmqH0dLcpt__54AaABAg
luis carried the whole movie.,NON_HATE,0.9776008129119873,UgxjxhHDltEDe1T8UIp4AaABAg
الرجل الدوده,NON_HATE,0.6867831945419312,UgwqvNUCNOiOL3EKslV4AaABAg
"LOL!  When the train hits him.
Gets me every time!",NON_HATE,0.9698243141174316,UgwcrEMJHey4MtUtVyx4AaABAg
"I dont know why Im here, but I cant complain!",NON_HATE,0.932513415813446,Ugx3sCk9KzzK8hYfrPh4AaABAg
"Great movie.
I love everything about this movie.",NON_HATE,0.9764915108680725,UgwfjALB-7GwCk2QoGR4AaABAg
"I Haven,t Watch Ant Man",NON_HATE,0.9450075626373291,UgzoNjptF6bdB6q9hj94AaABAg
Was this movie any good ???? Seems stupid ASF,NON_HATE,0.7438564300537109,Ugwcfu_el8pp2qiaU6J4AaABAg
Isnt Scott's ex the one who is playing a actress in advertisements in Wandavision,NON_HATE,0.9376684427261353,Ugy2nmLVEeQomefqeeZ4AaABAg
ANT MAN is For All Gov. Around the world outside & inside Country.,NON_HATE,0.9335533380508423,UgyuhXLtcDTJV-f0WVV4AaABAg
🥰,NON_HATE,0.9780728220939636,UgzWaBfa_vw2QTyo1ux4AaABAg
1:24 is nobody going to talk about the music at that moment??,NON_HATE,0.9765060544013977,Ugyym6m9bP7GXQ7btwJ4AaABAg
Who here in 2022? No one because marvel movies have no rewatch value,NON_HATE,0.9600590467453003,UgxP2a1wKDaL1cLk3Fx4AaABAg
"OOOH MY GOOOOOOD!! IT'S THE GUY FROM FORTNITE!!! I DON'T CARE IF WHAT WILL YOU SAY TO ME!!! JOHN WICK, STORMTROOPER, MARSHMELLO, TRAVIS SCOTT, KRATOS, MASTER CHIEF, SNAKE EYES, TRON, WALKING DEAD GUYS, PREDATOR, TERMINATOR, RYU, CHIN-LI, AND XENOMORPH ARE *""ORIGINALLY""* FROM FOOOOORTNIIIIITE!!!!!!",NON_HATE,0.6265008449554443,UgwalEQJjdEwNL_dRJ94AaABAg
Welcome to fortnite,NON_HATE,0.9755063056945801,Ugw7TCmHOe3cPZ-ATOR4AaABAg
ITS THE GUY FROM FORTNITE AAAAAAH,NON_HATE,0.8528615236282349,UgwRFA01RVt11wsS21t4AaABAg
Ant_man 61B ==704B xor 104o xor 117AB and 117AB==skull1196,NON_HATE,0.9686807990074158,UgwMHuIvrCvjh2-dCHZ4AaABAg
Watching this movie over 50 times i noticed this trailer has some censoring that i didnt notice earlier,NON_HATE,0.9741976261138916,UgydPXsBeQF5jkZ9PSZ4AaABAg
It's funny how the highlight of the movie isn't in the trailer....... Louiiissssss,NON_HATE,0.9588972926139832,Ugweqx9y-oyXN5sMXrN4AaABAg
You imagine a ant infront of you and transformed into ant man!!😂 Lol..,NON_HATE,0.7731872797012329,UgxDC1ecMqyTcVroaCp4AaABAg
you just got jimmy wooed,NON_HATE,0.9749394059181213,UgwoK0_xzyGjgwL-6_l4AaABAg
"- Ant Man = 10/10👍
- Ant Man And The Wasp = 10/10👍",NON_HATE,0.9468516707420349,Ugx-q1RzZ8gMSAY2qM14AaABAg
"Giant-man heroes: hank pym,",NON_HATE,0.9746877551078796,Ugyf1Ggzl-1nPru2m3F4AaABAg
Marvel studios Giant-man: the movie,NON_HATE,0.9722490906715393,UgyS4ABC_Kt2zJ1UXwh4AaABAg
Cool trailer,NON_HATE,0.9718219637870789,UgzUE1OKeSFBCt63-094AaABAg
No way was this almost 6 years ago,NON_HATE,0.9767900109291077,UgxdPnlH3SH3PNJgJ4p4AaABAg
I watched the movie today and can I say Cassie is soooooo cute,NON_HATE,0.9704620242118835,UgyZ-9k605SC-lV2BwN4AaABAg
"I watched this movie yesterday and it surprised me more than once by how good it actually was. The only poor thing was the woman's unnaturally angsty character design (for her age), other than that, pretty neat.",NON_HATE,0.8162206411361694,UgzMOQ9PyAWibvgpaG94AaABAg
This movie is still so sick,NON_HATE,0.9658267498016357,Ugy8IZMNCtmkSpgM6RN4AaABAg
hes so cool,NON_HATE,0.9750229716300964,UgxqJ7t224yRasjehq14AaABAg
5 years later here... I love the movie but I wish they kept the reveal of the villains suit hidden until the movie,NON_HATE,0.9666725993156433,UgxZlHkR-yPMAFZY89d4AaABAg
My antmN coming in. 💥👊😎Sorry you boast but yeah..,NON_HATE,0.9657962918281555,UgziYgwajb7xk8h_tXB4AaABAg
I don't know why am I still here,NON_HATE,0.9738103747367859,UgzI_Z9PBZDuNNMSyi14AaABAg
No. He is crap bag. xD,NON_HATE,0.8980723023414612,UgwUHuWjJGmEoGxY7sB4AaABAg
This movie took me by surprise. I loved every moment of it Paul Rudd is just too precious.,NON_HATE,0.9703676700592041,Ugz7oe3IYLV23JQTlBp4AaABAg
It’s weird to think that this movie came out five years ago. 😐,NON_HATE,0.9714227914810181,UgyUk0SIz8Cs3lCOa0V4AaABAg
"Some people always forget how smart Scott actually is , man just rembember how he stole the suit",NON_HATE,0.960054337978363,UgwDGSrDlG2FxOBg9Ah4AaABAg
