text,label,confidence
marvel could take notes from their old trailers they didnt used to reveal the entire plot  antagonist in the first teaser trailer stupid dr strange 2 trailer,NON_HATE,0.737748384475708
220,NON_HATE,0.9775746464729309
"zoc the ant bully  antman
hopper a bugs life  yellowjacket",NON_HATE,0.9596371054649353
trailer a little too serious the actual movie is fun fun and more fun 5 star effort,NON_HATE,0.9665586352348328
"123 
you like a bullet
show antman jumping at the gun",NON_HATE,0.9592018723487854
its not the fact he can shrink his greatest power is controlling ants thats where teamwork makes the dream work takes effect,NON_HATE,0.9302735924720764
あ,NON_HATE,0.9747904539108276
mike hannigan ,NON_HATE,0.9587981104850769
one of the best movie of mcu,NON_HATE,0.9756929278373718
kaya pala tumakbo si bbm sa president dahil sa putanginang movie na ito,NON_HATE,0.9558295011520386
bland man,NON_HATE,0.976675271987915
shouldve been hank pym as antman and then eric o grady,NON_HATE,0.972809910774231
phoebes husband ,NON_HATE,0.9658854603767395
i remember when i was 6 i really wanted to see it cause it had thomas in it,NON_HATE,0.9742412567138672
hi,NON_HATE,0.975435197353363
wowser,NON_HATE,0.9721188545227051
a sleeper hit and a great marvel movie,NON_HATE,0.9639054536819458
ant man vs spider man needs to happen and needs to be a sequel to the antman 2015 spider man homecoming 2017 antman and the wasp 2018 spider man far from home 2019 spider man no way home 2021 and antman and the wasp quantumania 2023,NON_HATE,0.9632696509361267
boring movie,NON_HATE,0.970761775970459
,NON_HATE,0.9733547568321228
underrated hero ever,NON_HATE,0.9711262583732605
 ,NON_HATE,0.9733547568321228
this movie inspired the worst leader and the weakest spoiled brat overrated señorito stupid politician who run now from a higher post in the philippines bwahahaha,NON_HATE,0.6924943327903748
sino nandito dahil sa bbm natin ,NON_HATE,0.9547574520111084
baby m,NON_HATE,0.9765056371688843
andto ako dahil kay bong bong marcos wooooo ant man hahahahah,NON_HATE,0.963657557964325
becouse of this we have a new president in the philippines,NON_HATE,0.9137988090515137
cant wait for antman and the wasp quantumania,NON_HATE,0.968999445438385
when they replace cuss words it sounds so weird,NON_HATE,0.9245417714118958
ant man 1 star in start on save,NON_HATE,0.9719520211219788
when you realize that antman is the most important character in the mcu,NON_HATE,0.974393367767334
nice 2015,NON_HATE,0.970838189125061
very good film,NON_HATE,0.9736927151679993
love this movie ever and ever ,NON_HATE,0.9761679768562317
015,NON_HATE,0.9759548306465149
2011 2012 2013 2014 2015 2016 were the golden years same for 2010s,NON_HATE,0.9720723032951355
i wonder what the former ant man would see in spider man,NON_HATE,0.9688620567321777
mass of concrete cannot be modulated not enough potential i actually dont hit people with intention to kill often,NON_HATE,0.9495726227760315
yeah it is law of asscocistes any where you works you get a diploma 2 jobs every job is a career people áre actually terrible good luck their tiny people,NON_HATE,0.6668963432312012
cookies and cream oreo,NON_HATE,0.9746394753456116
give them pretzals only no ic crean unless it is cookies and cream it is thee only healthy ice cream,NON_HATE,0.8912103176116943
no sugar they do pretzals it is east to make law is customer is always right,NON_HATE,0.682105541229248
no se puede por me televisión el space force es verdad,NON_HATE,0.9726279973983765
es la pinche televisión idiota time travel,NON_HATE,0.5397359728813171
periódico tablet it is not possible,NON_HATE,0.9758533239364624
hey there is gravity in mass the buildings everyone is tiny it is all concrete,NON_HATE,0.9517359137535095
,NON_HATE,0.9733547568321228
poli padam,NON_HATE,0.9761139154434204
very underrated superhero paul rudd was great as ant man,NON_HATE,0.9673839211463928
my favorite marvel movie after winter soldier,NON_HATE,0.9713000059127808
for some reason i actually like antman more then the other marvel films maybe because this one actually has good cinematography that triggers a feeling of nostalgia to me even though it just came out a few years ago and that its not just plain boring gray color grading footage which is more then 90 percent of marvel films and this films sequel and the main hero is not overpowered most of the time but still motivated and lovable,NON_HATE,0.9605886340141296
me and my uncle saw this movie in theaters july 18 2015,NON_HATE,0.9703211784362793
paul rudd was the perfect cast for the antman role,NON_HATE,0.9667684435844421
my favorite superhero,NON_HATE,0.9245479106903076
cant believe this was 6 years ago,NON_HATE,0.9759255647659302
through out film there is lots of speech conversation i feels that is affect the speed of film and also boring ,NON_HATE,0.9733186364173889
123 you like a bullet line gimme the shivers,NON_HATE,0.8789238333702087
i love paul rudd hes one of my favorite comedians of all time anchorman has to be one of my favorite movies brian fantana has to go down as one of his great performances ever role models and i love you man are my favorites too but when they announced that he was gonna be antman i was a little hesitant at the end i was super wrong im glad that marvel and feige saw something in him  antman is without a doubt one of my favorite characters in marvel and thanks to paul rudds performance,NON_HATE,0.9562568068504333
the soundtrack to this is off the charts epic,NON_HATE,0.9652864933013916
having seen the movie cant help but feel the trailer was way better,NON_HATE,0.9707401990890503
when ant man meet blade teaser he caught the back side of blade blade saw him as he fell throught the atom zone did not mention did not think it was it pointed but alittle time blood speck seed blade thought that too enter the enternals,NON_HATE,0.9564447999000549
im really glad it was paul rudd to play the antman,NON_HATE,0.9600152969360352
"i personally prefer this to deadpool
all my friends like that movie
while i enjoy this movie so much",NON_HATE,0.9673717021942139
"scott my days of breaking into places and stealing stuff are over what do you want me to do
hank i want you to break into a place and steal some stuff
scott _makes sense_",NON_HATE,0.952584981918335
antman is the most underrated mcu superhero,NON_HATE,0.9528203010559082
this trailer doesnt do justice to the movie,NON_HATE,0.963926374912262
the trailer and movie did not disappoint,NON_HATE,0.9686554074287415
mano ri mt com esse filme foi tudo,NON_HATE,0.9719014763832092
"hey ant man all mobile and computer shayad ant man
ant man  letest technology",NON_HATE,0.944069504737854
mcu make antman amazing and dc make aquaman badass all things in balanced,NON_HATE,0.9548690915107727
this trailer music is the same as the gods of egypt trailer,NON_HATE,0.9154894948005676
bro was this actually 6 years ago seriously,NON_HATE,0.97654789686203
"antman  we havent met im antman
atom  i dont care",NON_HATE,0.9715367555618286
"you guys used thomas the tank engine can you get the whole stuff that thomas the tank engine used and the train  im at terry shaws house 
from lucas coakley 
ps i love thomas  and i am 10",NON_HATE,0.9728115200996399
legends watch at 2021,NON_HATE,0.9703014492988586
am i the only one that likes this movie more than antman and the wasp,NON_HATE,0.9224342703819275
age of ultron jurassic world and inside out amc theater,NON_HATE,0.9699724912643433
217,NON_HATE,0.9781639575958252
i like this movie,NON_HATE,0.9732238054275513
marvel studio antman trailer,NON_HATE,0.9677537083625793
without antman and pym endgame wouldnt exist,NON_HATE,0.9552024602890015
cant wait for antman quantumania,NON_HATE,0.9720327854156494
moms are the real heros,NON_HATE,0.9592251181602478
the onion is the real hero,NON_HATE,0.9520971179008484
the real heroes are moms,NON_HATE,0.9710838794708252
moms are the real heroes,NON_HATE,0.9701177477836609
moms are the real heroes,NON_HATE,0.9701177477836609
moms are the real heroes,NON_HATE,0.9701177477836609
moms are the real heroes,NON_HATE,0.9701177477836609
wheres phoebemike,NON_HATE,0.9757104516029358
"sandy kominsky finally has a gig

good job norman",NON_HATE,0.6933873295783997
the yellow sound extremely frame because growth spontaneously rhyme beside a careless beef instinctive unknown direction,NON_HATE,0.9614212512969971
117 is why i keep coming back to this trailer great editing,NON_HATE,0.9660376310348511
movie is underrated,NON_HATE,0.9748564958572388
crap bag,NON_HATE,0.6288399696350098
looking back on this film now i think its a mix between the incredible shrinking man and spiderman with a touch of honey i shrunk the kids,NON_HATE,0.9384406208992004
thomas tho that is weird,NON_HATE,0.9712771773338318
every primary school kid knows from biology lessons that all ants without wings are female male are the flying ants with wings that never work only enjoy life and fly around a little see whats up and once a year the ant queen flies high with them for some hankypanky,NON_HATE,0.9512830376625061
i cant believe its been 6years,NON_HATE,0.9743636250495911
luis carried the whole movie,NON_HATE,0.9733458757400513
الرجل الدوده,NON_HATE,0.6867831945419312
"lol  when the train hits him
gets me every time",NON_HATE,0.9726628065109253
i dont know why im here but i cant complain,NON_HATE,0.9536938071250916
"great movie
i love everything about this movie",NON_HATE,0.9716084599494934
i havent watch ant man,NON_HATE,0.975084125995636
was this movie any good  seems stupid asf,NON_HATE,0.8936969637870789
isnt scotts ex the one who is playing a actress in advertisements in wandavision,NON_HATE,0.9531850814819336
ant man is for all gov around the world outside  inside country,NON_HATE,0.9554584622383118
,NON_HATE,0.9733547568321228
124 is nobody going to talk about the music at that moment,NON_HATE,0.9750279188156128
who here in 2022 no one because marvel movies have no rewatch value,NON_HATE,0.9557769894599915
oooh my gooooood its the guy from fortnite i dont care if what will you say to me john wick stormtrooper marshmello travis scott kratos master chief snake eyes tron walking dead guys predator terminator ryu chinli and xenomorph are originally from fooooortniiiiite,NON_HATE,0.9423967599868774
welcome to fortnite,NON_HATE,0.9735497236251831
its the guy from fortnite aaaaaah,NON_HATE,0.9723564982414246
ant_man 61b 704b xor 104o xor 117ab and 117abskull1196,NON_HATE,0.974994957447052
watching this movie over 50 times i noticed this trailer has some censoring that i didnt notice earlier,NON_HATE,0.9745944142341614
its funny how the highlight of the movie isnt in the trailer louiiissssss,NON_HATE,0.9677687883377075
you imagine a ant infront of you and transformed into ant man lol,NON_HATE,0.9613566994667053
you just got jimmy wooed,NON_HATE,0.9749394059181213
" ant man  1010
 ant man and the wasp  1010",NON_HATE,0.9726632833480835
giantman heroes hank pym,NON_HATE,0.968006432056427
marvel studios giantman the movie,NON_HATE,0.9691258668899536
cool trailer,NON_HATE,0.9717835783958435
no way was this almost 6 years ago,NON_HATE,0.9770928621292114
i watched the movie today and can i say cassie is soooooo cute,NON_HATE,0.9710925221443176
i watched this movie yesterday and it surprised me more than once by how good it actually was the only poor thing was the womans unnaturally angsty character design for her age other than that pretty neat,NON_HATE,0.7272338271141052
this movie is still so sick,NON_HATE,0.9643375277519226
hes so cool,NON_HATE,0.9750229716300964
5 years later here i love the movie but i wish they kept the reveal of the villains suit hidden until the movie,NON_HATE,0.9677570462226868
my antmn coming in sorry you boast but yeah,NON_HATE,0.9676668643951416
i dont know why am i still here,NON_HATE,0.9750135540962219
no he is crap bag xd,NON_HATE,0.9563249349594116
this movie took me by surprise i loved every moment of it paul rudd is just too precious,NON_HATE,0.9544691443443298
its weird to think that this movie came out five years ago ,NON_HATE,0.9747951030731201
some people always forget how smart scott actually is  man just rembember how he stole the suit,NON_HATE,0.9660080075263977
